event.deviceEventClassId,set.event.categoryObject,set.event.categoryBehavior,set.event.categoryTechnique,set.event.categoryDeviceGroup,set.event.categorySignificance,set.event.categoryOutcome,set.event.originator
1AFF0022,/Network,/Check/Operational,,/Firewall,/Informational,/Success,Source
1AFF0023,/Network,/Execute/Query,,/Firewall,/Informational,/Failure,Source
1AFF0024,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1AFF0025,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1AFF0026,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1AFF0028,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1AFF0029,/Network,/Check/Security,,/Firewall,/Informational,/Failure,Source
1AFF002B,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1AFF002C,/Network,/Execute/Query,/Policy/Breach,/Firewall,/Informational,/Success,Source
1AFF002D,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1AFF002E,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1AFF002F,/Network,/Execute/Query,/Information Leak,/Firewall,/Informational,/Success,Source
1AFF0030,/Network,/Check/Security,/Policy/Breach,/Firewall,/Informational,/Failure,Source
1AFF0031,/Network,/Check/Security,/Policy/Breach,/Firewall,/Informational,/Failure,Source
1AFF0032,/Network,/Execute/Query,/Policy/Breach,/Firewall,/Informational,/Failure,Source
1AFF0033,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1AFF0034,/Network,/Found/Vulnerable,/Exploit,/Firewall,/Suspicious,/Success,Source
1AFF0036,/Network,/Check/Security,/Traffic Anomaly/Application Layer,/Firewall,/Suspicious,/Success,Source
1AFF0037,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1AFF0038,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1AFF0039,/Network,/Check/Security,,/Firewall,/Informational,/Success,Source
1AFF003A,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1AFF003B,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1B0400CE,/Network,/Execute/Query,,/Firewall,/Informational/Error,/Failure,Source
1BFF0000,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1BFF0001,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1BFF0002,/Network,/Authentication/Verify,,/Firewall,/Informational,/Attempt,Source
1BFF0003,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1BFF0004,/Network,/Communicate/Query,,/Firewall,/Informational,/Success,Source
1BFF0005,/Network,/Communicate/Query,,/Firewall,/Informational,/Success,Source
1BFF0006,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1BFF0007,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1BFF000A,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1BFF000C,/Network,/Found/Vulnerable,,/Firewall,/Informational,/Success,Source
1BFF000E,/Network,/Check/Security,,/Firewall,/Informational,/Success,Source
1BFF000F,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1BFF0010,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1BFF0011,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1BFF0013,/Network,/Execute/Query,,/Firewall,/Informational,/Failure,Source
1BFF0014,/Network,/Execute/Query,,/Firewall,/Informational,/Failure,Source
1BFF0015,/Network,/Execute/Query,,/Firewall,/Informational,/Failure,Source
1BFF0016,/Network,/Execute/Query,,/Firewall,/Informational,/Failure,Source
1BFF0017,/Network,/Execute/Query,,/Firewall,/Informational,/Failure,Source
1BFF0018,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1BFF0019,/Network,/Execute/Query,/Traffic Anomaly/Network Layer,/Firewall,/Informational,/Success,Source
1BFF001A,/Network,/Execute/Query,/Traffic Anomaly/Network Layer,/Firewall,/Informational,/Success,Source
1BFF001B,/Network,/Execute/Query,/Traffic Anomaly/Network Layer,/Firewall,/Informational,/Success,Source
1BFF001C,/Network,/Execute/Query,/Traffic Anomaly/Network Layer,/Firewall,/Informational,/Success,Source
1BFF001D,/Network,/Execute/Query,/Traffic Anomaly/Network Layer,/Firewall,/Informational,/Success,Source
1BFF001E,/Network,/Execute/Query,/Traffic Anomaly/Network Layer,/Firewall,/Informational,/Success,Source
1BFF001F,/Network,/Execute/Query,/Traffic Anomaly,/Firewall,/Informational,/Success,Source
1BFF0021,/Network,/Execute/Query,/Traffic Anomaly,/Firewall,/Informational,/Success,Source
1BFF0022,/Network,/Communicate/Query,/Traffic Anomaly,/Firewall,/Informational,/Failure,Source
1BFF0023,/Network,/Execute/Query,/Traffic Anomaly,/Firewall,/Informational,/Success,Source
1BFF0024,/Network,/Execute/Query,/Information Leak,/Firewall,/Informational,/Success,Source
1BFF0025,/Network,/Check/Security,,/Firewall,/Informational,/Success,Source
1BFF0026,/Network,/Check/Security,,/Firewall,/Informational,/Success,Source
1BFF0027,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1BFF0028,/Network,/Found/Vulnerable,,/Firewall,/Informational,/Success,Source
1BFF002A,/Network,/Check/Security,/Traffic Anomaly/Application Layer,/Firewall,/Suspicious,/Success,Source
1BFF002B,/Network,/Check/Security,,/Firewall,/Informational,/Success,Source
1BFF002C,/Network,/Communicate/Query,,/Firewall,/Informational,/Failure,Source
1C0200CD,/Network,/Execute/Query,,/Firewall,/Informational/Error,/Failure,Source
1CFF0000,/Network,/Check,,/Firewall,/Informational,/Failure,Source
1CFF0001,/Network,/Execute/Query,,/Firewall,/Informational,/Failure,Source
1CFF0002,/Network,/Execute/Query,,/Firewall,/Informational,/Failure,Source
1CFF0003,/Network,/Execute/Query,,/Firewall,/Informational,/Failure,Source
1CFF0004,/Network,/Authentication/Verify,,/Firewall,/Informational,/Failure,Source
1CFF0005,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1CFF0006,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1CFF0007,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1CFF0008,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1CFF0009,/Network,/Communicate/Query,,/Firewall,/Informational,/Failure,Source
1CFF000C,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1CFF000D,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1CFF000E,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1CFF000F,/Network,/Check/Security,,/Firewall,/Informational,/Success,Source
1CFF0010,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1CFF0011,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1CFF0012,/Network,/Check/Security,,/Firewall,/Informational,/Success,Source
1CFF0013,/Network,/Check/Security,,/Firewall,/Informational,/Success,Source
1CFF0014,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1CFF0015,/Network,/Found/Vulnerable,/Exploit,/Firewall,/Suspicious,/Success,Source
1CFF0017,/Network,/Check/Security,/Traffic Anomaly/Application Layer,/Firewall,/Suspicious,/Success,Source
1CFF0018,/Network,/Check/Security,,/Firewall,/Informational,/Success,Source
1CFF0019,/Network,/Execute/Query,,/Firewall,/Informational/Error,/Success,Source
1DFF0000,/Network,/Communicate/Query,,/Firewall,/Informational,/Failure,Source
1DFF0001,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1DFF0002,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1DFF0003,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1DFF0004,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1DFF0005,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1DFF0006,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1DFF0007,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1DFF0008,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1DFF0009,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1DFF000A,/Network,/Execute/Query,,/Firewall,/Informational,/Failure,Source
1DFF000C,/Network,/Communicate/Query,,/Firewall,/Informational,/Failure,Source
1DFF000E,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1DFF000F,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1DFF0010,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1DFF0012,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
1F000001,/Network,/Execute/Query,,/Firewall,/Informational/Error,/Failure,Source
1F010015,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
21FF0000,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
21FF0001,/Network,/Authentication/Verify,,/Firewall,/Informational,/Attempt,Source
21FF0002,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
21FF0005,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
21FF0006,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
21FF0007,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
21FF0009,/Network,/Execute/Query,,/Firewall,/Informational,/Failure,Source
21FF000A,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
21FF000C,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
21FF000F,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
21FF0010,/Network,/Check/Security,,/Firewall,/Informational,/Success,Source
21FF0012,/Network,/Execute/Query,,/Firewall,/Informational,/Failure,Source
21FF0014,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
21FF0015,/Network,/Execute/Query,,/Firewall,/Informational,/Failure,Source
21FF0016,/Network,/Execute/Query,/Traffic Anomaly/Network Layer,/Firewall,/Informational,/Success,Source
21FF0017,/Network,/Execute/Query,/Traffic Anomaly/Network Layer,/Firewall,/Informational,/Success,Source
21FF0018,/Network,/Execute/Query,/Traffic Anomaly/Network Layer,/Firewall,/Informational,/Success,Source
21FF001A,/Network,/Execute/Query,/Traffic Anomaly/Network Layer,/Firewall,/Informational,/Success,Source
21FF001B,/Network,/Execute/Query,/Traffic Anomaly/Network Layer,/Firewall,/Informational,/Success,Source
21FF001C,/Network,/Execute/Query,/Traffic Anomaly/Network Layer,/Firewall,/Informational,/Success,Source
21FF001D,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
21FF001E,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
21FF001F,/Network,/Found/Vulnerable,/Exploit,/Firewall,/Suspicious,/Success,Source
21FF0021,/Network,/Check/Security,/Traffic Anomaly/Application Layer,/Firewall,/Suspicious,/Success,Source
21FF0022,/Network,/Check/Security,,/Firewall,/Informational,/Success,Source
22FF0000,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
22FF0001,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
22FF0002,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
22FF0004,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
22FF0005,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
22FF0006,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
22FF0008,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
22FF0009,/Network,/Check/Security,,/Firewall,/Informational,/Success,Source
22FF000A,/Network,/Found/Vulnerable,/Exploit,/Firewall,/Suspicious,/Success,Source
22FF000C,/Network,/Check/Security,/Traffic Anomaly/Application Layer,/Firewall,/Suspicious,/Success,Source
22FF000D,/Network,/Check/Security,,/Firewall,/Informational,/Success,Source
22FF000E,/Network,/Execute/Query,/Traffic Anomaly/Network Layer,/Firewall,/Informational,/Success,Source
22FF000F,/Network,/Execute/Query,/Traffic Anomaly/Network Layer,/Firewall,/Informational,/Success,Source
22FF0010,/Network,/Execute/Query,/Traffic Anomaly/Network Layer,/Firewall,/Informational,/Success,Source
22FF0011,/Network,/Execute/Query,/Traffic Anomaly/Network Layer,/Firewall,/Informational,/Success,Source
22FF0012,/Network,/Execute/Query,/Traffic Anomaly/Network Layer,/Firewall,/Informational,/Success,Source
22FF0013,/Network,/Execute/Query,/Traffic Anomaly/Network Layer,/Firewall,/Informational,/Success,Source
22FF0014,/Network,/Execute/Query,/Traffic Anomaly/Network Layer,/Firewall,/Informational,/Success,Source
22FF0015,/Network,/Execute/Query,,/Firewall,/Informational,/Failure,Source
22FF0016,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
22FF1017,/Network,/Communicate/Query,,/Firewall,/Informational,/Failure,Source
22FF1018,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
28FF0000,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
28FF0004,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
28FF0005,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
28FF0006,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
28FF0008,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
28FF0009,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
2AFF0000,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
2AFF0001,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
2AFF0002,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
2AFF0003,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
2AFF0006,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
2AFF0007,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
2CFF0000,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
2CFF0001,/Network,/Execute/Query,/Traffic Anomaly/Network Layer,/Firewall,/Informational,/Success,Source
2CFF0002,/Network,/Execute/Query,/Traffic Anomaly/Network Layer,/Firewall,/Informational,/Failure,Source
2CFF0003,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
2CFF0007,/Network,/Communicate/Query,,/Firewall,/Informational,/Failure,Source
2CFF0008,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
2CFF0009,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
2DFF0000,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
2DFF0001,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
2DFF0004,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
2DFF0005,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
"2E000005	",/Network,/Execute/Query,,/Firewall,/Informational/Error,/Success,Source
2E000006,/Network,/Execute/Query,,/Firewall,/Informational/Error,/Failure,Source
2E010017,/Host/Application/License,/Check/Configuration,,/Firewall,/Informational/Warning,/Failure,Source
2E010018,/Network,/Modify/Attribute,,/Firewall,/Informational/Error,/Failure,Source
2E010019,/Network,/Check/Operational,,/Firewall,/Informational/Error,/Failure,Source
2E01001A,/Network,/Modify/Content,,/Firewall,/Informational/Error,/Failure,Source
2E01001B,/Network,/Modify/Content,,/Firewall,/Informational/Error,/Failure,Source
2E020065,/Network,/Modify/Content,,/Firewall,/Informational,/Success,Source
2E020066,/Network,/Modify/Content,,/Firewall,/Informational,/Success,Source
2E020067,/Network,/Modify/Content,,/Firewall,/Informational/Error,/Failure,Source
2E020069,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
3000002A,/Network,/Execute/Query,/Traffic Anomaly/Network Layer,/Firewall,/Informational,/Success,Source
3000002F,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
3000003A,/Network,/Execute/Query,,/Firewall,/Informational/Error,/Failure,Source
3000003C,/Network,/Execute/Query,,/Firewall,/Informational/Error,/Failure,Source
300000C9,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
300000CB,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
3000012C,/Network,/Communicate,,/Firewall,/Suspicious,/Success,Source
3000012D,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
3000012E,/Network,/Execute/Query,,/Firewall,/Informational/Error,/Success,Source
3100000A,/Network,/Execute/Query,,/Network Equipment,/Informational,/Success,Source
3100000B,/Network,/Execute/Query,,/Network Equipment,/Informational,/Success,Source
3100000D,/Network,/Execute/Query,,/Network Equipment,/Informational/Warning,/Success,Source
3100000F,/Network,/Modify/Attribute,,/Network Equipment,/Informational,/Success,Source
3100002B,/Network,/Execute/Query,,/Network Equipment,/Informational/Error,/Success,Source
3100002C,/Network,/Modify/Attribute,,/Network Equipment,/Informational/Warning,/Success,Source
3100003A,/Network,/Execute/Query,,/Network Equipment,/Informational/Warning,/Success,Source
3100003B,/Network,/Modify/Attribute,,/Network Equipment,/Informational/Warning,/Success,Source
3100003D,/Network,/Modify/Attribute,,/Network Equipment,/Informational,/Success,Source
3100003E,/Network,/Modify/Attribute,,/Network Equipment,/Informational,/Success,Source
3100003F,/Network,/Modify/Attribute,,/Network Equipment,/Informational,/Success,Source
3100004F,/Network,/Execute/Query,,/Network Equipment,/Informational,/Success,Source
3100005A,/Network,/Modify/Attribute,,/Network Equipment,/Informational,/Success,Source
3100005B,/Network,/Modify/Attribute,,/Network Equipment,/Informational,/Success,Source
3100005C,/Network,/Modify/Attribute,,/Network Equipment,/Informational,/Success,Source
3100005D,/Network,/Modify/Attribute,,/Network Equipment,/Informational,/Success,Source
3100005E,/Network,/Modify/Attribute,,/Network Equipment,/Informational,/Success,Source
3100006A,/Network,/Execute/Query,,/Network Equipment,/Informational/Warning,/Success,Source
3100006C,/Network,/Execute/Query,,/Network Equipment,/Informational,/Success,Source
3100006D,/Network,/Execute/Query,,/Network Equipment,/Informational,/Success,Source
3800025A,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
3800025B,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
3800025C,/Network,/Modify/Configuration,,/Firewall,/Informational,/Success,Source
3800027A,/Network,/Execute/Query,,/Firewall,/Informational/Warning,/Success,Source
3800027E,/Network,/Execute/Query,,/Firewall,/Informational/Error,/Failure,Source
3900000C,/Network,/Execute/Query,,/Firewall,/Informational/Error,/Failure,Source
3900000D,/Network,/Execute/Query,,/Firewall,/Informational/Error,/Failure,Source
3900000E,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
3900000F,/Network,/Execute/Query,,/Firewall,/Informational/Error,/Failure,Source
3A000002,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
3A000004,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
3A000005,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
3A000006,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
3A000007,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
3A000008,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
3A00000A,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
3A00000B,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
3A00000C,/Network,/Execute/Query,,/Firewall,/Informational/Error,/Failure,Source
3A00000E,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
3A00000F,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
3B000001,/Network,/Modify/Attribute,,/Firewall,/Informational,/Success,Source
3B000002,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
3D040001,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
3D040002,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
3E000002,/Network,/Authentication/Verify,,/Firewall,/Informational,/Success,Source
3E000003,/Network,/Authentication/Verify,,/Firewall,/Informational/Warning,/Failure,Source
3E000004,/Network,/Access/Stop,,/Firewall,/Informational,/Success,Source
5501000B,/Network,/Check,,/Firewall,/Informational,/Success,Source
5501000B,/Network,/Check,,/Firewall,/Informational,/Success,Source
5501000C,/Network,/Check,,/Firewall,/Informational,/Failure,Source
5501000D,/Network,/Check,,/Firewall,/Informational,/Failure,Source
5501001A,/Network,/Execute/Query,,/Firewall,/Informational/Warning,/Failure,Source
5501001B,/Network,/Execute/Query,,/Firewall,/Informational,/Failure,Source
5501001C,/Network,/Check,,/Firewall,/Informational,/Failure,Source
5501001D,/Network,/Execute/Query,,/Firewall,/Informational,/Success,Source
5A000001,/Network,/Execute/Query,,/Network Equipment,/Informational,/Success,Source
5A000002,/Network,/Execute/Query,,/Network Equipment,/Informational,/Success,Source
5A000003,/Network,/Execute/Query,,/Network Equipment,/Informational,/Success,Source
5A000004,/Network,/Execute/Query,,/Network Equipment,/Informational,/Success,Source
5A000005,/Network,/Execute/Query,,/Network Equipment,/Informational,/Success,Source
5A000006,/Network,/Execute/Query,,/Network Equipment,/Informational,/Success,Source
5A000007,/Network,/Execute/Query,,/Network Equipment,/Informational/Error,/Failure,Source
5A000008,/Network,/Execute/Query,,/Network Equipment,/Informational/Error,/Failure,Source
5A000009,/Network,/Execute/Query,,/Network Equipment,/Informational/Error,/Failure,Source
5A00000A,/Network,/Execute/Query,,/Network Equipment,/Informational/Error,/Failure,Source
5A00000B,/Network,/Communicate/Query,,/Network Equipment,/Informational/Error,/Failure,Source
5A00000C,/Network,/Modify/Configuration,,/Network Equipment,/Informational,/Success,Source
5A00000D,/Network,/Modify/Configuration,,/Network Equipment,/Informational,/Success,Source
5B010001,/Network,/Execute/Query,,/VPN,/Informational,/Success,Source
5B010002,/Network,/Modify/Configuration,,/VPN,/Informational,/Success,Source
5B010003,/Network,/Execute/Query,,/VPN,/Informational,/Success,Source
5B010004,/Network,/Modify/Configuration,,/VPN,/Informational,/Success,Source
5B010005,/Network,/Authorization/Delete,,/VPN,/Informational,/Success,Source
6100000A,/Network,/Execute/Query,,/Network Equipment,/Informational,/Success,Source
6100000B,/Network,/Execute/Query,,/Network Equipment,/Informational,/Success,Source
6100000C,/Network,/Execute/Query,/Traffic Anomaly/Application Layer/Man in the Middle,/Network Equipment,/Informational/Warning,/Success,Source
6100000F,/Network,/Execute/Query,,/Network Equipment,/Informational,/Success,Source
